sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_s_d,metric_s_d_norm,metric_s_s_d,metric_s_s_d_norm,metric_sent_bert,metric_t_s_d,metric_t_s_d_norm
test.enc.prompt.txt::00663,"Jesus, Davis. Yes.",1.0,content_diversity,you've already asked me this,you should change your habits,why are you being so annoying,don't repeat everything,she is so out of your league,-0.010,0.977,-0.113,3.421,0.684,4.947,0.989,-0.235,7.656,0.766
test.enc.prompt.txt::00665,By the way,1.0,content_diversity,did you make the payment?,did you water the plants?,did you call your mom?,did you make plans?,how is the family doing?,-0.114,0.869,-0.474,1.649,0.330,4.949,0.990,-0.265,8.594,0.614
test.enc.prompt.txt::00665,By the way,0.0,content_diversity,did you pay the light bill,did you pay the car note,did you pay the phone bill,did you pay your taxes,did you pay the water bill,-0.365,0.675,-0.758,1.282,0.256,4.959,0.992,-0.548,7.385,0.528
test.enc.prompt.txt::00666,Excuse me. I,1.0,content_diversity,have to use the restroom,will move my car,have to leave now,don't want to be part of this,i will be right back,-0.030,0.950,-0.148,2.305,0.461,4.932,0.986,-0.230,7.676,0.768
test.enc.prompt.txt::00666,Excuse me. I,0.0,content_diversity,have to use the toilet,need to go to the restroom,need to use the bathroom,i need to go to the toilet,i need to use the wc,-0.266,0.637,-0.558,1.306,0.261,4.008,0.802,-0.638,10.421,0.744
test.enc.prompt.txt::00667,It never was,1.0,content_diversity,an issue for them.,seen again.,enough money to live on.,warm in Antarctica.,easy to raise kids alone.,-0.004,0.989,-0.287,2.407,0.481,4.574,0.915,-0.178,10.175,0.636
test.enc.prompt.txt::00667,It never was,0.0,content_diversity,simple to be a single parent.,effortless being a single mom.,easy having all the responsibilities of parenthood.,trouble-free raising children by yourself.,worry-free being a single father.,-0.052,0.927,-0.414,2.126,0.425,4.960,0.992,-0.599,12.084,0.504
test.enc.prompt.txt::00668,Patrick? Is that,1.0,content_diversity,how you show care,how you love?,the real slim shady,sincere,authentic,-0.020,0.744,-0.131,2.407,0.481,4.846,0.969,-0.264,7.966,0.885
test.enc.prompt.txt::00290,Suppose there's an,0.0,content_diversity,airline that costs less.,flight that isn't as expensive.,"air travel fare, but doesn't cost as much.",way to fly there that is low cost.,flight going there and it's not a lot of money,-0.022,0.966,-0.372,1.743,0.349,4.593,0.919,-0.776,15.522,0.597
test.enc.prompt.txt::00289,We took for,1.0,content_diversity,granted that which would be done.,granted the bells on the sleigh until they froze,granted the hooks on the end of our rods,granted the amount of time we had to explore,granted the time that would be done in time,-0.091,0.880,-0.121,1.568,0.314,4.786,0.957,-0.333,12.597,0.600
test.enc.prompt.txt::00294,I went down,1.0,content_diversity,to the store for some milk.,memory lane.,a dark hole.,to the South side for some pizza.,the slide at the park.,-0.032,0.926,-0.226,1.475,0.295,4.995,0.999,-0.075,9.584,0.599
test.enc.prompt.txt::00247,Nothing remotely like,0.0,content_diversity,being super full and satisfied.,getting to taste many different foods.,starting the day off right.,doing exactly what I want to do.,feeding myself with great food.,-0.003,0.993,-0.190,1.983,0.397,4.982,0.996,-0.326,10.301,0.491
test.enc.prompt.txt::00291,It is a,1.0,content_diversity,good day to die.,strange world in which we live.,shame that we can't have sensible politicians in Washington.,song I don't mind hearing over and over.,cold and dreary saturday morning.,-0.008,0.975,-0.046,2.403,0.481,4.987,0.997,-0.112,13.910,0.580
test.enc.prompt.txt::00291,It is a,0.0,content_diversity,joke of a democracy that we currently have.,horrible system of government that we rely on.,pity we can't trust our elected officials.,truth widely acknowledged that American politicians are corrupt.,regrettable situation in which we find ourselves this election cycle.,-0.028,0.965,-0.223,2.909,0.582,4.972,0.994,-0.346,11.564,0.413
test.enc.prompt.txt::00328,"Yeah, brother, look,",1.0,content_diversity,I can drink four cans of beer in one sitting.,the solar eclipse is about to happen so you can become blind.,your life is much more meaningful than you think.,you need to break up with that girl because she is ruining your life.,you mean a lot to my every day life.,-0.033,0.955,-0.146,2.274,0.455,4.928,0.986,-0.128,13.591,0.453
test.enc.prompt.txt::00337,"To help, Jack,",1.0,content_diversity,we must first find him,he has to admit he has a problem,I have to find a way to get more money,we have to get more people,he has to come home,-0.074,0.860,-0.354,2.089,0.418,4.837,0.967,-0.364,10.722,0.825
test.enc.prompt.txt::00333,It may have,1.0,content_diversity,"looked like the same person, but it's not.",gotten caught in the drain.,"looked the same, but it's not.",been hotter yesterday.,run off to hide in the woods.,-0.049,0.909,-0.217,1.910,0.382,3.977,0.795,-0.202,11.089,0.528
test.enc.prompt.txt::00333,It may have,0.0,content_diversity,been somebody different.,been a look-alike.,been your doppleganger.,"looked similar, not completely.","seemed like an exact replica of you, but that's impossible.",-0.020,0.983,-0.219,2.169,0.434,4.973,0.995,-0.332,14.021,0.668
test.enc.prompt.txt::00316,See. Get your,0.0,content_diversity,head out of the clouds.,stuff together.,information from a better source.,head checked.,reality in order.,-0.006,0.988,-0.257,1.554,0.311,4.794,0.959,-0.305,10.653,0.666
test.enc.prompt.txt::00250,What was the,1.0,content_diversity,the solution to that problem?,first thing that came to your mind?,cat doing in the tree?,object flying in the sky?,time he finished,-0.028,0.950,-0.127,2.005,0.401,4.998,1.000,-0.181,9.943,0.585
test.enc.prompt.txt::00250,What was the,0.0,content_diversity,animal she was chasing up there?,height she was stuck at?,fire department doing to get her down?,cat's reaction when she got down?,firefighter saying after he got scratched in the face?,-0.025,0.963,-0.233,1.898,0.380,4.632,0.926,-0.197,11.634,0.554
test.enc.prompt.txt::00321,You're not using,1.0,content_diversity,You're not using the same client version mobile legends,You're not using the default seccomp profile,You're not using our company's email,"You're not using our bank for the transactions, as statements were empty","You're not using the keyboard key "" fn """,-0.212,0.799,-0.267,1.410,0.282,4.996,0.999,-0.400,20.461,0.682
test.enc.prompt.txt::00245,Still don't want,1.0,content_diversity,to be sad,to have any kids,sex without love,to use the metric system in the United States,to go to war,-0.035,0.957,-0.157,2.053,0.411,4.534,0.907,-0.119,9.101,0.758
test.enc.prompt.txt::00245,Still don't want,0.0,content_diversity,to be tied down to a large family with too many mouths to feed,to lose my independence and freedom that kids take away,to grow up and settle down with a family,to bring a child into this declining society,to have to quit my job because someone has to take care of the kids,-0.058,0.939,-0.158,2.147,0.429,4.922,0.984,-0.386,14.044,0.562
test.enc.prompt.txt::00256,Do you know,1.0,content_diversity,I am going to Florida next Saturday,I gots brand new girlfriend,I am making pasta for dinner,I have to work five hours of overtime next week,I wear my seatbelt in the front seat all the time,-0.038,0.953,-0.194,1.613,0.323,4.975,0.995,-0.146,12.162,0.553
test.enc.prompt.txt::00297,Might as well,1.0,content_diversity,"eat lunch now, it's going to be a long car ride.","call a divorce attorney, I'm ready to admit defeat.","put my feet up, no one is showing up in this bad weather.",take out a loan as I can't even afford the down payment.,go to the store after work since I won't have time tomorrow.,-0.015,0.979,-0.169,2.056,0.411,4.996,0.999,-0.178,27.041,0.660
test.enc.prompt.txt::00297,Might as well,0.0,content_diversity,"call this party off and relax, all the roads are closed.","stop decorating and start eating, the storm just got upgraded to a blizzard.","stream a movie, try to stay warm and forget about this canceled party.",find a comfy chair and a good book while the wind howls outside.,watch some TV while everyone calls to saythat  they are snowed in,-0.033,0.955,-0.167,2.202,0.440,4.921,0.984,-0.287,27.327,0.650
test.enc.prompt.txt::00334,It wasn't me.,1.0,content_diversity,Don't ask me again.,I think I saw Bill working on it.,But I can introduce you to the author.,Who told you?,I don't work in that department.,-0.013,0.979,-0.178,2.216,0.443,4.937,0.987,-0.195,8.468,0.498
test.enc.prompt.txt::00334,It wasn't me.,0.0,content_diversity,I've never been there.,Pat usually takes care of that area.,We didn't have to work that day.,"My car wouldn't start, so I called in.",Our unit was deployed in another city.,-0.006,0.988,-0.286,2.031,0.406,4.915,0.983,-0.133,9.885,0.412
test.enc.prompt.txt::00292,Due north. At,1.0,content_diversity,the corner of Pine and Maple.,least we didn't have to go South and endure the sweltering heat.,3:00 tomorrow in the park by the swings.,the fork in the road take a left and travel another mile.,least an hour outside the city limits.,-0.052,0.951,-0.098,2.655,0.531,4.798,0.960,-0.120,15.976,0.484
test.enc.prompt.txt::00292,Due north. At,0.0,content_diversity,least we didn't sweat as much while on vacation.,best we stayed cool.,our busiest hour we were comfortable.,sunset the temperature was nice.,least I didn't get a heatstroke.,-0.016,0.973,-0.336,2.422,0.484,4.986,0.997,-0.364,10.423,0.453
test.enc.prompt.txt::00313,On what you,1.0,content_diversity,believe is important,set up in the hallway,told her to do,determined to be false,are currently creating,-0.005,0.989,-0.051,3.615,0.723,4.979,0.996,-0.252,7.438,0.826
test.enc.prompt.txt::00251,"Right, Agent Cole",0.0,content_diversity,is always late.,never shows up to these on schedule.,isn't exactly punctual.,has a problem with timeliness.,is habitually later than expected.,-0.005,0.991,-0.239,2.676,0.535,4.835,0.967,-0.467,12.447,0.691
test.enc.prompt.txt::00323,The sign. It,0.0,content_diversity,"No idea, friend.",What is that supposed to mean?,I'm not following.,I don't think I get it.,Is that supposed to be English?,-0.023,0.931,-0.140,2.290,0.458,4.990,0.998,-0.442,9.048,0.532
test.enc.prompt.txt::00330,Picked up Jill.,1.0,content_diversity,then I had to drop her off at her job.,and asked if she'd go out with me on a date.,after her kindergarten class to go get ice cream.,"after she had fallen off her horse, there was so much blood.","when she fell off the ladder, I was so happy she didn't break any bones.",-0.030,0.947,-0.173,2.401,0.480,4.840,0.968,-0.150,11.488,0.396
test.enc.prompt.txt::00264,So what's up?,1.0,content_diversity,I heard you are moving.,I heard you are getting married.,I heard you got a new job.,I heard you got a new girlfriend.,I heard you graduated.,-0.332,0.604,-0.757,1.538,0.308,4.998,1.000,-0.484,8.022,0.401
test.enc.prompt.txt::00335,And Elbourne and,1.0,content_diversity,Jones and Schrader went down to the sea together.,his wife were never seen again.,Molly knew that things would never be the same between them.,the dog looked each other in the eye knowingly.,the fisherman both shook their heads in disbelief.,-0.023,0.972,-0.268,2.300,0.460,4.989,0.998,-0.087,12.005,0.462
test.enc.prompt.txt::00318,I heard he,0.0,content_diversity,got himself in danger,got a serious accident,was moving at a high speed,driving carelessly,not taking caution while driving,-0.015,0.971,-0.117,1.747,0.349,4.823,0.965,-0.424,10.658,0.820
test.enc.prompt.txt::00305,Why do they,1.0,content_diversity,How come their world is round?,Is it us or them that does that?,Did he/she commit the crime?,Did he/she omit the evidence?,How'd he/she know?,-0.027,0.961,-0.280,2.521,0.504,4.902,0.980,-0.335,7.823,0.435
test.enc.prompt.txt::00270,No! I won't,0.0,content_diversity,pick up the mess in my room.,clean up after myself.,do anything about the squalor in my bedroom.,lift a finger to clean this place.,mop the floor.,-0.027,0.950,-0.278,1.884,0.377,4.893,0.979,-0.486,10.278,0.571
test.enc.prompt.txt::00312,Fuck. Turn it,1.0,content_diversity,before it burns to the frying pan,before the children come home and see what your watching,before you hit the animal lying in the middle of the road,before the arrow hits your head,before it over heats an cause an explosion,-0.056,0.934,-0.193,2.203,0.441,4.249,0.850,-0.314,10.805,0.569
test.enc.prompt.txt::00312,Fuck. Turn it,0.0,content_diversity,its so annoying that it could exploed,or if your not carefull youll have a real problem on your hands,or you will die,since its starting to warm up heavily,before the oxygen bottle puts everyone in danger,-0.005,0.985,-0.048,2.700,0.540,4.998,1.000,-0.248,10.312,0.607
test.enc.prompt.txt::00302,No brag. Just,1.0,content_diversity,the honest to God truth.,wanted to let you know how I performed.,a little big of exaggeration perhaps!,"so that I don't offend him, he's so sensitive.",thought you might be interested in hearing about her achievement since you offered her so much help.,-0.011,0.969,-0.007,2.502,0.500,4.935,0.987,-0.175,17.929,0.618
test.enc.prompt.txt::00303,"No, I mean",0.0,content_diversity,runs so much faster,linux can be completely customized to users preferences,no bloatware equals more storage,restrict data sharing and tracking,visuals are far superior,0.000,1.000,-0.119,2.065,0.413,4.729,0.946,-0.197,14.178,0.788
test.enc.prompt.txt::00263,Asthma attack...what 17-year,1.0,content_diversity,would forget his inhaler at home?,would do so much activity without stopping?,would do something that crazy to his parents?,would go in the open field around all of that pollen?,would drink coffee when advised by his doctor not to?,-0.040,0.956,-0.213,1.893,0.379,4.899,0.980,-0.197,14.283,0.510
test.enc.prompt.txt::00263,Asthma attack...what 17-year,0.0,content_diversity,would run five miles straight?,do all of those errands in such a short amount of time?,would dance all night until two in the morning?,would skip around the parking lots for hours?,would participate in the Iron Man competition?,-0.036,0.951,-0.263,1.951,0.390,4.958,0.992,-0.161,16.342,0.545
test.enc.prompt.txt::00284,"Now, Dave Old",0.0,content_diversity,is really creeping up there in age,is starting to look frail and weak,is using a cane to walk,had surgery on his knees last year,has to take a lot of medication,-0.021,0.971,-0.117,2.304,0.461,4.728,0.946,-0.253,12.020,0.707
test.enc.prompt.txt::00306,"Some party, huh?",1.0,content_diversity,The girls are quite hot!,The drinks are free!,There are so many people here!,I love the music!,I love the decorations!,-0.055,0.910,-0.364,1.947,0.389,4.945,0.989,-0.309,9.447,0.591
test.enc.prompt.txt::00306,"Some party, huh?",0.0,content_diversity,There are very attractive women here!,Gorgeous women!,Smoking girls in that direction!,So much eye candy!,Very good looking girls!,0.000,1.000,-0.330,2.384,0.477,3.870,0.774,-0.449,9.888,0.549
test.enc.prompt.txt::00265,Something the matter,0.0,content_diversity,but it makes no difference.,and no one will help.,and it's pointless.,and I don't give a darn.,and people ignore it.,-0.036,0.957,-0.419,2.080,0.416,4.960,0.992,-0.648,8.450,0.528
test.enc.prompt.txt::00327,"Listen, it's no",0.0,content_diversity,I've already found someone else to help out,I understand you're going through a tough time,most people aren't staying very long anyway,it's going to be so boring anyway,I know it's super expensive to come visit this time of year,-0.019,0.967,-0.176,2.196,0.439,4.969,0.994,-0.266,12.503,0.447
test.enc.prompt.txt::00304,Those are the,0.0,content_diversity,go to the website to complete your purchase and enter your credit card numbers,tell the person you are send money via western union,meet someone online with produce and agree to met in person to pay cash,be old school and just use a check online by entering account and routing numbers,Use paypal since it protects you,-0.019,0.959,-0.008,2.080,0.416,4.658,0.932,-0.273,21.334,0.577
test.enc.prompt.txt::00322,"Whitehouse. Next time,",0.0,content_diversity,perhaps more of the public can be involved on what to call it.,I would imagine a more colorful description would be used.,"if there ever is a new President residence needed, we will be more adventurous.","when we need a future government office named, we should stay away from bland colors.",I don't think the public will be as open to such a boring name.,-0.035,0.945,-0.239,2.308,0.462,4.999,1.000,-0.238,16.139,0.425
test.enc.prompt.txt::00339,I know... But,0.0,content_diversity,this work place is truely not for me!,my work is not the best these days for what it's worth.,life would be better if I could change jobs now.,i'm going to look for a different job soon.,I don't wanna work there anymore. I have too many hours and so little pay.,-0.019,0.970,-0.239,2.870,0.478,4.772,0.954,-0.440,16.711,0.492
test.enc.prompt.txt::00243,"Dino Velvet... yeah,",1.0,content_diversity,the fastest filly on the track,I haven't thought about her since that trouble in high school,"Charlie told me about her, but I never believed him","we could name her that, but would that really be fair--she's just a little girl",but is that the best name you can come up with for the new album??,-0.022,0.961,-0.097,2.409,0.401,4.982,0.996,-0.259,18.483,0.578
test.enc.prompt.txt::00243,"Dino Velvet... yeah,",0.0,content_diversity,"she can run, but does she have the heart to win?","she's fast but small, so no one expects her to win","it's a crazy name for that little beauty, but it seems to suit her","she loves to run, and not all race horses really love it",I'm putting all my money on her,-0.029,0.956,-0.216,2.572,0.514,4.866,0.973,-0.445,17.239,0.574
test.enc.prompt.txt::00242,I don't mean,1.0,content_diversity,"to bother you, but what time is it?",anything at all to you!,what I say a lot of the time.,"to tell you what to do, but it would be better if you did it like this.",for this to go any further.,-0.031,0.950,-0.024,2.076,0.415,4.922,0.984,-0.364,10.640,0.590
test.enc.prompt.txt::00254,I've got what,0.0,content_diversity,I can only hope fixes this.,they told me should work.,looks like fits in the spot.,normally helps in this situation.,has often been used for these problems.,-0.007,0.986,-0.210,1.982,0.396,4.916,0.983,-0.423,10.655,0.561
test.enc.prompt.txt::00288,It's possible I,0.0,content_diversity,misunderstood your question.,didn't follow your train of thought.,didn't understand what we were discussing.,couldn't understand what you were saying.,failed to keep up with the conversation and got lost.,-0.022,0.960,-0.289,2.628,0.526,4.981,0.996,-0.656,11.027,0.501
test.enc.prompt.txt::00252,It's very important,1.0,content_diversity,to brush your teeth before bedtime,for me to spend time with friends,to be on time for appontments,to exercise and eat healthy foods,to save the environment for future generations,-0.043,0.956,-0.136,1.811,0.362,4.999,1.000,-0.211,11.492,0.718
test.enc.prompt.txt::00252,It's very important,0.0,content_diversity,will keep the doctor away,will also keep up my mental health,will help me to lose weight,is part of my daily routine,is something every doctor recommends,-0.024,0.959,-0.224,2.857,0.571,4.971,0.994,-0.242,11.278,0.663
test.enc.prompt.txt::00244,I know if,1.0,content_diversity,"I did that, they would definitely come.","we cared more about it, more would be done.","he went there, he would feel pretty good.","we all put our best effort, the event would be successful","he did that, he would have told us all about it.",-0.045,0.924,-0.306,2.766,0.553,4.940,0.988,-0.509,9.419,0.325
test.enc.prompt.txt::00273,Look...we're all tired.,1.0,content_diversity,let's rest.,let's find a place to relax.,let's go on a vacation.,let's keep working and finish this.,let's stop working now.,-0.056,0.948,-0.531,1.416,0.283,4.528,0.906,-0.334,9.608,0.370
test.enc.prompt.txt::00285,I don't hear,0.0,content_diversity,much at all without my hearing aid.,all that well in my old age.,higher tones as well as younger people.,as good as when I was a teenager.,well as I keep getting older.,-0.039,0.942,-0.191,2.746,0.549,4.998,1.000,-0.289,13.123,0.571
test.enc.prompt.txt::00278,They think I'm,1.0,content_diversity,a waste of time.,going to be the next big thing.,"introverted, but I'm really just quiet.",not worthy of a promotion.,most likely to get the job done.,-0.015,0.972,-0.237,2.328,0.466,4.994,0.999,-0.223,10.803,0.491
test.enc.prompt.txt::00278,They think I'm,0.0,content_diversity,not doing a good job.,too new to the company.,not confident enough in my business choices.,not learning skills fast enough.,not charismatic enough to be in management.,-0.036,0.952,-0.347,2.162,0.432,4.759,0.952,-0.408,8.915,0.446
test.enc.prompt.txt::00314,"Wade, you're done.",0.0,content_diversity,There's nothing more you can do.,It's not going to get any better.,We just have to wait and see now.,Now lets see what they think.,We appreciate all of you work.,-0.012,0.976,-0.149,1.952,0.390,4.986,0.997,-0.269,10.479,0.582
test.enc.prompt.txt::00275,You do good,1.0,content_diversity,from a personal perspective and I thought you should know.,in helping the children realize the potentials at a tender age.,in encouraging people to indulge in moral practices in society.,in protecting the environment by introducing the tree planting programme in schools.,through your policy initiatives that aim at curbing gun violence in the country.,-0.038,0.957,-0.251,1.817,0.363,4.984,0.997,-0.220,20.247,0.579
test.enc.prompt.txt::00275,You do good,0.0,content_diversity,by proposing complex procedures of obtaining a gun,through the policy that requires mental screening for those purchasing guns.,By proposing increase in gun prices to limit the number of people purchasing.,By proposing that children be taught about gun safety at a tender age.,By educating the public about gun ownership and safety preacutions.,-0.041,0.937,-0.374,1.936,0.387,4.951,0.990,-0.424,20.308,0.564
test.enc.prompt.txt::00255,I think about,0.0,content_diversity,how I've never really enjoyed them.,what I would have looked for if I had more time.,how none of them seem to meet expectations.,the dissappointment I feel when shopping for them.,everyone I've ever found has a problem with it.,-0.020,0.967,-0.229,2.347,0.469,4.960,0.992,-0.333,11.250,0.469
test.enc.prompt.txt::00329,Lillian was here.,1.0,content_diversity,I found her condescending attitude quite annoying.,Her pleasing scent filled the room.,I could never mistake her playful laugh which sent my heart aflutter.,Her arrival meant I could finally clock out and go home.,I might have gotten caught cheating on her unless I got out quickly.,-0.029,0.959,-0.199,2.611,0.522,4.998,1.000,-0.224,17.237,0.479
test.enc.prompt.txt::00329,Lillian was here.,0.0,content_diversity,"My shift had ended, so she could step right in to replace me.","Now that she showed up, I could leave.",Her appearance coincided with me completing my tasks for the day.,She had been called in to take over for me.,My workday finished just as she entered.,-0.025,0.955,-0.276,1.973,0.395,4.680,0.936,-0.606,11.286,0.434
test.enc.prompt.txt::00272,What's that got,1.0,content_diversity,to do with this?,for me?,in it?,for free?,with it?,-0.027,0.750,-0.454,1.649,0.330,4.667,0.933,-0.587,4.856,0.809
test.enc.prompt.txt::00295,Chub says you're,0.0,content_diversity,in a people class by yourself in the brain catagory,"a soul that he has not experienced before, you must be a very old soul and extremely intelligent","going to do very well in school, work hard for those good grades",going to get scholarships to go to college because of your mental capacity,"not only a very beautiful human being, but very bright as well",-0.027,0.948,-0.065,3.064,0.613,4.998,1.000,-0.262,18.752,0.586
test.enc.prompt.txt::00241,Where are your,0.0,content_diversity,Fishing rods? I saw them on your craigslist ad.,Fishing tackles and bait? You had them on craigslist.,"two ink cartridges? You were selling them online, right?",Fish equipment? Still selling them?,Flyfishing rods? I was interested in purchasing them.,-0.035,0.939,-0.317,2.174,0.217,4.323,0.865,-0.492,21.206,0.624
test.enc.prompt.txt::00249,"I'm sorry, let",1.0,content_diversity,it go now.,this never be brought up again.,me make it up to you.,bygones be bygones.,us never meet again.,-0.020,0.945,-0.126,2.627,0.525,4.876,0.975,-0.291,7.936,0.661
test.enc.prompt.txt::00249,"I'm sorry, let",0.0,content_diversity,me help somehow.,me fix this.,me compensate you.,it bring us closer as I seek to remedy this.,yourself be rewarded by me,-0.039,0.967,-0.366,1.651,0.330,4.998,1.000,-0.562,10.667,0.762
test.enc.prompt.txt::00325,"Wade, I got",1.0,content_diversity,the test results.,"to tell ya, I like your style.",five more if you want one.,to the last level in the game.,a big problem with your attitude.,-0.013,0.972,-0.180,2.088,0.418,4.979,0.996,-0.100,12.831,0.611
test.enc.prompt.txt::00325,"Wade, I got",0.0,content_diversity,a few left from the last batch,some more in the back.,to order several more to keep up with the demand.,caught up with production and can send you a few.,"nothing left man, sorry.",-0.028,0.937,-0.199,2.409,0.482,4.935,0.987,-0.216,12.510,0.626
test.enc.prompt.txt::00240,Here's my number,1.0,content_diversity,dont lose it.,call me sometime,dont give it to anyone else,make sure and put it in your phone,you can delete my old number,-0.016,0.977,-0.192,2.830,0.566,4.927,0.985,-0.206,9.332,0.667
test.enc.prompt.txt::00286,Skipper - could,1.0,content_diversity,you turn around?,we continue?,we stop here.,we go there?,we turn back?,-0.051,0.543,-0.424,1.549,0.310,4.940,0.988,-0.414,9.029,0.752
test.enc.prompt.txt::00286,Skipper - could,0.0,content_diversity,we head in that direction?,we head there?,we sail there?,we sail in that direction?,you take us in that direction?,-0.142,0.787,-0.575,1.695,0.339,4.739,0.948,-0.693,7.443,0.532
test.enc.prompt.txt::00319,"No, I just",1.0,content_diversity,do not like that brand of sneaker.,like to wear my hair in this style.,prefer to eat less meat.,have seen that movie before and do not want to see it again.,feel as though that purse is too expensive.,-0.024,0.960,-0.246,2.053,0.411,4.718,0.944,-0.184,11.318,0.472
test.enc.prompt.txt::00319,"No, I just",0.0,content_diversity,like eating more vegetables.,think that meat is counterproductive to my diet.,am trying to eat healthier.,"prefer seafood to chicken, fish, and turkey now.",would like to utilize alternative sources of protein.,-0.021,0.976,-0.337,2.258,0.452,4.999,1.000,-0.422,18.248,0.652
test.enc.prompt.txt::00279,"No, it's our",1.0,content_diversity,Teacher who provided us with the required information to ensure we perform well in the debate,belief and culture to ensure we strive for the collective good even at the expense of our personal gain.,Way of saying thank you,Duty to remember the fallen soldiers and say a word of prayer for them.,Fault he got stuck in the unexpected situation as we didn't  give him the support he desires to pull through,-0.043,0.940,-0.154,2.552,0.510,4.995,0.999,-0.204,27.576,0.673
test.enc.prompt.txt::00279,"No, it's our",0.0,content_diversity,legal obligation to remember enduring soldiers for the future generations,responsibility to commemorate their life stories and their life works,"commitment to never forget the memories and painful void they left behind with us,",calling to always remember them in our prayers everytime we engage in our religious activities,task to ensure the legacy of the fallen soldiers live forever,-0.028,0.946,-0.212,2.177,0.435,4.568,0.914,-0.504,21.339,0.562
test.enc.prompt.txt::00257,"No, sir, he",1.0,content_diversity,didn't use the elevator.,he was able to shut the door before the fire could spread.,had no idea that she was hiding in the car.,he gave the apartment key to Mr. del Franco.,he delivered the package before the explosion.,-0.057,0.942,-0.287,1.960,0.392,4.997,0.999,-0.146,12.356,0.458
test.enc.prompt.txt::00332,"Right's right, goddamnit!",1.0,content_diversity,And I am not changing my mind.,that is just the way it is.,And i do not want to hear differently.,And that is all I have to say about that.,Anything else is wrong.,-0.034,0.938,-0.222,2.614,0.523,4.394,0.879,-0.380,8.507,0.567
test.enc.prompt.txt::00331,Don't think about,0.0,content_diversity,diverging from your food plan!,straying from what your coach told you not to eat!,letting your body get out of shape again by eating that!,being a slob that eats junk food all day!,losing your healthy momentum!,-0.024,0.974,-0.206,2.175,0.435,4.912,0.982,-0.386,11.501,0.460
test.enc.prompt.txt::00301,Double A. New,1.0,content_diversity,batteries are easy to find.,teams are the worst.,baseball is boring to watch.,batteries are always too expensive.,baseball comes before the pro league.,-0.034,0.942,-0.335,1.743,0.349,4.998,1.000,-0.181,10.629,0.531
test.enc.prompt.txt::00300,I get it.,1.0,content_diversity,You are jealous of my life and want to be me.,I look great in this outfit and you want to borrow it for your big party tonight.,College is not for everyone and you shouldn't feel pressured to go.,Life is short and you need to make the most of it.,You are trying to be healthier.,-0.060,0.923,-0.254,2.105,0.421,4.991,0.998,-0.238,11.170,0.399
test.enc.prompt.txt::00315,"Me and Jill,",0.0,content_diversity,think alike,know what the other one is thinking,are on the same wave length,truly understand each other,have very similar thoughts,-0.007,0.983,-0.152,2.161,0.432,4.832,0.966,-0.545,8.733,0.794
test.enc.prompt.txt::00248,"Totalled together, these",0.0,content_diversity,are compatible.,look like the kind we're looking for.,are no different from each other.,are like two peas in a pod.,look like twins.,-0.036,0.950,-0.202,2.308,0.462,4.663,0.933,-0.346,10.447,0.550
test.enc.prompt.txt::00260,We'll figure it,0.0,content_diversity,out along the way.,out as we get closer to the truth.,out if we try hard enough.,out together.,out one day I hope.,-0.052,0.952,-0.196,2.828,0.566,4.998,1.000,-0.398,10.720,0.631
test.enc.prompt.txt::00271,Did everyone call,1.0,content_diversity,I was not called.,I was called also.,we need everyone.,we need everyone to check in.,we need to make sure.,-0.091,0.854,-0.422,2.176,0.435,4.939,0.988,-0.294,7.856,0.491
test.enc.prompt.txt::00271,Did everyone call,0.0,content_diversity,we need to account for everyone.,we need to go headcount.,we need everyone to confirm.,we need call from everyone.,we need everyone to call in.,-0.207,0.773,-0.520,1.472,0.294,4.501,0.900,-0.594,8.999,0.450
test.enc.prompt.txt::00268,No you're not.,0.0,content_diversity,You cant get on until it stops.,"The train will be here soon, relax.","I can hear the train coming, chill.",It is almost time for the train to arrive.,"Please, be patient and wait for the train.",-0.043,0.938,-0.262,2.244,0.449,4.753,0.951,-0.470,12.629,0.505
test.enc.prompt.txt::00296,I plan to.,1.0,content_diversity,attend a family picinc.,call out of work today. I hate my boss.,go to church tomorrow.,stay in bed all day.,go out to dinner.,-0.013,0.977,-0.275,1.423,0.237,4.587,0.917,-0.123,11.039,0.502
test.enc.prompt.txt::00296,I plan to.,0.0,content_diversity,complain to my friends about my boss.,go to the park. Work has become so boring.,skip work. I missed too many project deadlines.,"go to a concert.  Hopefully, I won't see any of my colleagues there.",find another job.  I'm not having any fun there.,-0.019,0.960,-0.331,2.136,0.237,4.802,0.960,-0.345,15.111,0.432
test.enc.prompt.txt::00311,Don't go playing,1.0,content_diversity,in the dirt before church,the drums at all hours of the night,me. I want this relationship to last.,the game without me,goalie when the coach wants you on offense.,-0.031,0.969,-0.141,2.302,0.384,4.994,0.999,-0.113,11.545,0.679
test.enc.prompt.txt::00311,Don't go playing,0.0,content_diversity,euchre sans your amazing partner,trivial pursuit minus the best player,basketball on your own,the duet solo,soccer in the abscence of me,-0.017,0.975,-0.044,1.964,0.393,4.977,0.995,-0.200,8.110,0.579
test.enc.prompt.txt::00246,Mister Welles. You're,0.0,content_diversity,very important to me.,the best friend I could ever hope for.,one of the nicest people I've ever met.,my favorite person in the world.,a gentleman and a scholar.,-0.011,0.974,-0.328,2.438,0.488,4.103,0.821,-0.447,11.107,0.505
