sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::00291,It is a,1.0,content_diversity,good day to die.,strange world in which we live.,shame that we can't have sensible politicians in Washington.,song I don't mind hearing over and over.,cold and dreary saturday morning.,-0.008,0.975,-0.046,2.631,0.526,4.987,0.997,-0.112,21.112,0.515
test.enc.prompt.txt::00291,It is a,0.0,content_diversity,joke of a democracy that we currently have.,horrible system of government that we rely on.,pity we can't trust our elected officials.,truth widely acknowledged that American politicians are corrupt.,regrettable situation in which we find ourselves this election cycle.,-0.028,0.965,-0.223,2.543,0.509,4.972,0.994,-0.346,29.858,0.622
test.enc.prompt.txt::00328,"Yeah, brother, look,",1.0,content_diversity,I can drink four cans of beer in one sitting.,the solar eclipse is about to happen so you can become blind.,your life is much more meaningful than you think.,you need to break up with that girl because she is ruining your life.,you mean a lot to my every day life.,-0.033,0.955,-0.146,2.780,0.556,4.928,0.986,-0.128,31.809,0.539
test.enc.prompt.txt::00328,"Yeah, brother, look,",0.0,content_diversity,you make my life that much better and I love you for that!,you bring the sunshine in my life when I wake up.,you mean much more to me than you think.,your presence provides more meaning in my life and I wouldn't know what to do without you.,life wouldn't be the same without you in my life.,-0.096,0.887,-0.307,2.410,0.482,4.986,0.997,-0.505,40.065,0.581
test.enc.prompt.txt::00337,"To help, Jack,",1.0,content_diversity,we must first find him,he has to admit he has a problem,I have to find a way to get more money,we have to get more people,he has to come home,-0.074,0.860,-0.354,1.615,0.323,4.837,0.967,-0.364,25.933,0.763
test.enc.prompt.txt::00337,"To help, Jack,",0.0,content_diversity,i have to get another job,i have to get a loan,i have to borrow some money from someone,ask friends to give me more money,get an advance on my pay next week,-0.098,0.876,-0.264,1.949,0.390,4.966,0.993,-0.393,23.227,0.664
test.enc.prompt.txt::00333,It may have,1.0,content_diversity,"looked like the same person, but it's not.",gotten caught in the drain.,"looked the same, but it's not.",been hotter yesterday.,run off to hide in the woods.,-0.049,0.909,-0.217,2.544,0.509,3.977,0.795,-0.202,23.468,0.587
test.enc.prompt.txt::00333,It may have,0.0,content_diversity,been somebody different.,been a look-alike.,been your doppleganger.,"looked similar, not completely.","seemed like an exact replica of you, but that's impossible.",-0.020,0.983,-0.219,1.826,0.365,4.973,0.995,-0.332,23.426,0.689
test.enc.prompt.txt::00258,"Okay, I'll take",1.0,content_diversity,nothing!,a different one.,whatever is left over.,the first one I come to.,yours!,-0.005,0.987,-0.258,2.268,0.454,4.917,0.983,-0.293,11.876,0.594
test.enc.prompt.txt::00258,"Okay, I'll take",0.0,content_diversity,the ones no one else chooses.,what no one else wants.,the least desirable one.,one when everyone else is done.,the last choice.,-0.067,0.898,-0.317,2.976,0.595,4.684,0.937,-0.401,12.408,0.428
test.enc.prompt.txt::00316,See. Get your,1.0,content_diversity,"coat, it's going to be cold out.",facts straight.,sister and let's get on the road.,things together so we can get out of here.,tax refund early by filing early.,-0.005,0.981,-0.174,2.786,0.557,4.744,0.949,-0.134,29.209,0.712
test.enc.prompt.txt::00316,See. Get your,0.0,content_diversity,head out of the clouds.,stuff together.,information from a better source.,head checked.,reality in order.,-0.006,0.988,-0.257,2.097,0.419,4.794,0.959,-0.305,12.564,0.571
test.enc.prompt.txt::00250,What was the,1.0,content_diversity,the solution to that problem?,first thing that came to your mind?,cat doing in the tree?,object flying in the sky?,time he finished,-0.028,0.950,-0.127,2.182,0.436,4.998,1.000,-0.181,13.409,0.462
test.enc.prompt.txt::00250,What was the,0.0,content_diversity,animal she was chasing up there?,height she was stuck at?,fire department doing to get her down?,cat's reaction when she got down?,firefighter saying after he got scratched in the face?,-0.025,0.963,-0.233,2.339,0.468,4.632,0.926,-0.197,24.206,0.605
test.enc.prompt.txt::00321,You're not using,1.0,content_diversity,You're not using the same client version mobile legends,You're not using the default seccomp profile,You're not using our company's email,"You're not using our bank for the transactions, as statements were empty","You're not using the keyboard key "" fn """,-0.212,0.799,-0.267,1.510,0.302,4.996,0.999,-0.400,35.537,0.635
test.enc.prompt.txt::00321,You're not using,0.0,content_diversity,You're not using your personal transactions by our bank. Statements found empty,You're not using our bank because statements found empty as you are not doing transactions,You're not using any transactions by our bank,"You're not using our bank, as statements found empty",You're not using our bank's transactions facility,-0.245,0.752,-0.545,1.826,0.304,4.566,0.913,-0.771,28.628,0.440
test.enc.prompt.txt::00245,Still don't want,1.0,content_diversity,to be sad,to have any kids,sex without love,to use the metric system in the United States,to go to war,-0.035,0.957,-0.157,1.719,0.344,4.534,0.907,-0.119,13.492,0.587
test.enc.prompt.txt::00245,Still don't want,0.0,content_diversity,to be tied down to a large family with too many mouths to feed,to lose my independence and freedom that kids take away,to grow up and settle down with a family,to bring a child into this declining society,to have to quit my job because someone has to take care of the kids,-0.058,0.939,-0.158,2.308,0.462,4.922,0.984,-0.386,36.054,0.644
test.enc.prompt.txt::00256,Do you know,1.0,content_diversity,I am going to Florida next Saturday,I gots brand new girlfriend,I am making pasta for dinner,I have to work five hours of overtime next week,I wear my seatbelt in the front seat all the time,-0.038,0.953,-0.194,2.223,0.445,4.975,0.995,-0.146,28.222,0.724
test.enc.prompt.txt::00256,Do you know,0.0,content_diversity,It will be nice to enjoy the sunshine,The temperatures will be much warmer than Pittsburgh,Visiting my Mom will be nice,Meeting new friends will be nice,Going to restaurants for dinner will be fun.,-0.125,0.885,-0.231,2.808,0.562,4.997,0.999,-0.333,24.128,0.652
test.enc.prompt.txt::00297,Might as well,1.0,content_diversity,"eat lunch now, it's going to be a long car ride.","call a divorce attorney, I'm ready to admit defeat.","put my feet up, no one is showing up in this bad weather.",take out a loan as I can't even afford the down payment.,go to the store after work since I won't have time tomorrow.,-0.015,0.979,-0.169,2.517,0.503,4.996,0.999,-0.178,48.033,0.658
test.enc.prompt.txt::00297,Might as well,0.0,content_diversity,"call this party off and relax, all the roads are closed.","stop decorating and start eating, the storm just got upgraded to a blizzard.","stream a movie, try to stay warm and forget about this canceled party.",find a comfy chair and a good book while the wind howls outside.,watch some TV while everyone calls to saythat  they are snowed in,-0.033,0.955,-0.167,2.750,0.550,4.921,0.984,-0.287,48.750,0.707
test.enc.prompt.txt::00334,It wasn't me.,1.0,content_diversity,Don't ask me again.,I think I saw Bill working on it.,But I can introduce you to the author.,Who told you?,I don't work in that department.,-0.013,0.979,-0.178,3.108,0.622,4.937,0.987,-0.195,20.693,0.545
test.enc.prompt.txt::00334,It wasn't me.,0.0,content_diversity,I've never been there.,Pat usually takes care of that area.,We didn't have to work that day.,"My car wouldn't start, so I called in.",Our unit was deployed in another city.,-0.006,0.988,-0.286,2.351,0.470,4.915,0.983,-0.133,24.258,0.539
test.enc.prompt.txt::00292,Due north. At,1.0,content_diversity,the corner of Pine and Maple.,least we didn't have to go South and endure the sweltering heat.,3:00 tomorrow in the park by the swings.,the fork in the road take a left and travel another mile.,least an hour outside the city limits.,-0.052,0.951,-0.098,2.640,0.528,4.798,0.960,-0.120,30.022,0.556
test.enc.prompt.txt::00292,Due north. At,0.0,content_diversity,least we didn't sweat as much while on vacation.,best we stayed cool.,our busiest hour we were comfortable.,sunset the temperature was nice.,least I didn't get a heatstroke.,-0.016,0.973,-0.336,2.417,0.483,4.986,0.997,-0.364,24.992,0.641
test.enc.prompt.txt::00313,On what you,1.0,content_diversity,believe is important,set up in the hallway,told her to do,determined to be false,are currently creating,-0.005,0.989,-0.051,2.950,0.590,4.979,0.996,-0.252,13.594,0.716
test.enc.prompt.txt::00313,On what you,0.0,content_diversity,instructed her to do,suggested she do,instructed she follow,had her carry out,ordered her to execute,-0.045,0.718,-0.408,1.390,0.278,4.960,0.992,-0.606,9.225,0.513
test.enc.prompt.txt::00277,Maybe it was,1.0,content_diversity,the weather that had been getting me down.,his smile that made me first notice him.,the way she walked with so much confidence that intimidated people.,time for everyone to go their separate ways.,harder for some people to understand than others.,-0.019,0.967,-0.155,2.162,0.432,4.561,0.912,-0.124,25.279,0.527
test.enc.prompt.txt::00277,Maybe it was,0.0,content_diversity,the fact that it'd been raining for three weeks that was making me feel depressed.,how overwhelmingly bad the weather was that made my feelings tank.,how the weather kept us inside so often that was getting to my mood.,being indoors all day to avoid the weather that was making me feel sad.,how little fair weather we'd had recently had lately that was affecting my emotions.,-0.094,0.882,-0.356,2.832,0.566,4.937,0.987,-0.472,49.252,0.640
test.enc.prompt.txt::00251,"Right, Agent Cole",1.0,content_diversity,you scramble a task force immediately.,is never on time.,is on vacation in Tahiti.,always gets his man.,wouldn't tolerate this and neither will I.,-0.009,0.985,-0.133,2.609,0.522,4.797,0.959,-0.146,22.323,0.676
test.enc.prompt.txt::00251,"Right, Agent Cole",0.0,content_diversity,is always late.,never shows up to these on schedule.,isn't exactly punctual.,has a problem with timeliness.,is habitually later than expected.,-0.005,0.991,-0.239,2.587,0.517,4.835,0.967,-0.467,17.838,0.595
test.enc.prompt.txt::00323,The sign. It,1.0,content_diversity,I can see it clearly now.,I'm ignoring it.,Did you follow instructions?,I don't understand what it's trying to say.,Can they make that thing any smaller?,-0.008,0.986,-0.216,2.112,0.422,4.996,0.999,-0.214,21.048,0.540
test.enc.prompt.txt::00323,The sign. It,0.0,content_diversity,"No idea, friend.",What is that supposed to mean?,I'm not following.,I don't think I get it.,Is that supposed to be English?,-0.023,0.931,-0.140,2.489,0.498,4.990,0.998,-0.442,21.328,0.627
test.enc.prompt.txt::00330,Picked up Jill.,1.0,content_diversity,then I had to drop her off at her job.,and asked if she'd go out with me on a date.,after her kindergarten class to go get ice cream.,"after she had fallen off her horse, there was so much blood.","when she fell off the ladder, I was so happy she didn't break any bones.",-0.030,0.947,-0.173,2.557,0.511,4.840,0.968,-0.150,44.845,0.660
test.enc.prompt.txt::00330,Picked up Jill.,0.0,content_diversity,"but I had to take care, she was injured being thrown by an Equine.",and I was so happy she was still alive after being bucked off a horse.,"when she was so rudely tossed off the horse, she had a gash in her head.","but the horse and stepped on her hand after he threw her, she was bloody.","when the horse caused her nose to be bloodied, throwing her.",-0.063,0.912,-0.314,2.903,0.581,4.892,0.978,-0.456,52.949,0.662
test.enc.prompt.txt::00264,So what's up?,1.0,content_diversity,I heard you are moving.,I heard you are getting married.,I heard you got a new job.,I heard you got a new girlfriend.,I heard you graduated.,-0.332,0.604,-0.757,1.615,0.323,4.998,1.000,-0.484,13.459,0.396
test.enc.prompt.txt::00264,So what's up?,0.0,content_diversity,I heard you are dating someone new.,I heard you broke up with your own girlfriend and have someone new.,I heard you are seeing someone else.,I heard you got a new chick.,I heard you are seeing someone different.,-0.281,0.729,-0.688,1.530,0.306,4.694,0.939,-0.652,17.323,0.377
test.enc.prompt.txt::00335,And Elbourne and,1.0,content_diversity,Jones and Schrader went down to the sea together.,his wife were never seen again.,Molly knew that things would never be the same between them.,the dog looked each other in the eye knowingly.,the fisherman both shook their heads in disbelief.,-0.023,0.972,-0.268,2.701,0.540,4.989,0.998,-0.087,27.218,0.567
test.enc.prompt.txt::00335,And Elbourne and,0.0,content_diversity,his wife disappeared into the fog and never returned.,"the woman he married got into the car and drove off, never to be seen again.",his wife Tabitha boarded the airplane for their fateful flight into the unknown.,his faithful wife clasped their hands together and walked off into oblivion.,"his wife Jolene packed up their things and moved to Memphis, and were never seen around these parts again.",-0.072,0.918,-0.368,2.320,0.464,4.973,0.995,-0.571,51.333,0.675
test.enc.prompt.txt::00318,I heard he,1.0,content_diversity,was sick,was coming,is cooking dinner,was driving recklessly,has been looking for me,-0.026,0.973,-0.131,1.671,0.334,4.300,0.860,-0.134,11.467,0.764
test.enc.prompt.txt::00318,I heard he,0.0,content_diversity,got himself in danger,got a serious accident,was moving at a high speed,driving carelessly,not taking caution while driving,-0.015,0.971,-0.117,2.566,0.513,4.823,0.965,-0.424,13.138,0.626
test.enc.prompt.txt::00305,Why do they,1.0,content_diversity,How come their world is round?,Is it us or them that does that?,Did he/she commit the crime?,Did he/she omit the evidence?,How'd he/she know?,-0.027,0.961,-0.280,2.293,0.459,4.902,0.980,-0.335,20.942,0.524
test.enc.prompt.txt::00305,Why do they,0.0,content_diversity,Who did it?,Did she/he say who done it?,Did she/he tell you who did it?,Did you hear who did it?,Did you read about the person who broke the law?,-0.109,0.860,-0.407,2.249,0.450,4.331,0.866,-0.653,25.410,0.620
test.enc.prompt.txt::00287,We're dead in,1.0,content_diversity,Alaska.,the future.,the sense that we are incapable of feeling human emotion.,that photograph where we posed in coffins.,the minds of those who despise us.,-0.019,0.963,-0.297,2.128,0.426,4.995,0.999,-0.133,19.025,0.595
test.enc.prompt.txt::00287,We're dead in,0.0,content_diversity,the coming times.,down the line.,in the offing.,the forthcoming days.,our destiny.,-0.040,0.557,-0.370,2.150,0.430,4.300,0.860,-0.389,10.277,0.541
test.enc.prompt.txt::00270,No! I won't,1.0,content_diversity,"give up my voting rights, and neither should you.",take the dog for a walk.,clean up my room.,learn how to drive if you never let me steer.,play in the game until I get a new contract.,-0.018,0.968,-0.174,2.634,0.527,4.993,0.999,-0.125,26.429,0.587
test.enc.prompt.txt::00270,No! I won't,0.0,content_diversity,pick up the mess in my room.,clean up after myself.,do anything about the squalor in my bedroom.,lift a finger to clean this place.,mop the floor.,-0.027,0.950,-0.278,2.394,0.479,4.893,0.979,-0.486,20.512,0.603
test.enc.prompt.txt::00312,Fuck. Turn it,1.0,content_diversity,before it burns to the frying pan,before the children come home and see what your watching,before you hit the animal lying in the middle of the road,before the arrow hits your head,before it over heats an cause an explosion,-0.056,0.934,-0.193,2.175,0.435,4.249,0.850,-0.314,26.901,0.626
test.enc.prompt.txt::00312,Fuck. Turn it,0.0,content_diversity,its so annoying that it could exploed,or if your not carefull youll have a real problem on your hands,or you will die,since its starting to warm up heavily,before the oxygen bottle puts everyone in danger,-0.005,0.985,-0.048,2.261,0.452,4.998,1.000,-0.248,26.000,0.667
test.enc.prompt.txt::00302,No brag. Just,1.0,content_diversity,the honest to God truth.,wanted to let you know how I performed.,a little big of exaggeration perhaps!,"so that I don't offend him, he's so sensitive.",thought you might be interested in hearing about her achievement since you offered her so much help.,-0.011,0.969,-0.007,2.452,0.490,4.935,0.987,-0.175,36.075,0.656
test.enc.prompt.txt::00302,No brag. Just,0.0,content_diversity,wanted to let you know how she did since you contributed to her success.,figured you might wanna hear about her results since you helped her.,"thought you'd want to be up to date with her score, seeing that you were such a huge help.","crossed my mind that as a friend and mentor, you would want to be informed about her progress.","didn't want to leave you in the dark, since you were largely responsible for her success.",-0.085,0.907,-0.387,2.750,0.550,4.866,0.973,-0.590,60.397,0.664
test.enc.prompt.txt::00266,We know you've,1.0,content_diversity,been on the run from the law for the last 8 months.,snuck out your bedroom window every night this week to see your boyfriend.,had a hard time with your studies but we are proud of you.,been hiring illegal immigrants to work in your clothing factory.,been bringing cocaine into the U.S. when you return from overseas.,-0.022,0.963,-0.212,2.929,0.586,4.975,0.995,-0.185,40.518,0.605
test.enc.prompt.txt::00266,We know you've,0.0,content_diversity,hired workers in your clothing factory who illegally entered the United States.,been using illegal immigrants as employees in your clothing company.,participated in illegal hiring practices by hiring illegal aliens to work in your factory.,employed illegal aliens in your clothing factory.,illegally given jobs to people who are in the United States illegally.,-0.111,0.854,-0.461,2.709,0.542,4.858,0.972,-0.604,34.112,0.569
test.enc.prompt.txt::00267,Is that who,1.0,content_diversity,the people elected.,won the game last night.,went on the trip together.,lost their home during the flood.,got sick after eating Chinese food.,-0.026,0.976,-0.277,2.901,0.580,4.914,0.983,-0.177,17.044,0.569
test.enc.prompt.txt::00267,Is that who,0.0,content_diversity,had their house destroyed.,lost everything they own because of the flood.,had their property damaged due to flood water.,had their house destroyed during the flood.,lost everything during the flood.,-0.132,0.814,-0.580,1.837,0.367,4.407,0.881,-0.562,18.303,0.495
test.enc.prompt.txt::00303,"No, I mean",1.0,content_diversity,it's hard for others to understand,there's always two sides of a story,I prefer apple phones and not androids,Brooklyn is evolving quicker than Queens,Linux is way better than windows,-0.007,0.988,-0.122,2.510,0.502,4.987,0.997,-0.159,23.470,0.652
test.enc.prompt.txt::00303,"No, I mean",0.0,content_diversity,runs so much faster,linux can be completely customized to users preferences,no bloatware equals more storage,restrict data sharing and tracking,visuals are far superior,0.000,1.000,-0.119,2.190,0.438,4.729,0.946,-0.197,17.184,0.661
test.enc.prompt.txt::00263,Asthma attack...what 17-year,1.0,content_diversity,would forget his inhaler at home?,would do so much activity without stopping?,would do something that crazy to his parents?,would go in the open field around all of that pollen?,would drink coffee when advised by his doctor not to?,-0.040,0.956,-0.213,2.104,0.421,4.899,0.980,-0.197,24.100,0.513
test.enc.prompt.txt::00263,Asthma attack...what 17-year,0.0,content_diversity,would run five miles straight?,do all of those errands in such a short amount of time?,would dance all night until two in the morning?,would skip around the parking lots for hours?,would participate in the Iron Man competition?,-0.036,0.951,-0.263,2.177,0.435,4.958,0.992,-0.161,25.381,0.552
test.enc.prompt.txt::00284,"Now, Dave Old",1.0,content_diversity,"chap, let's go for a drink tomorrow",age is starting to get to him,is the guy from the theatre last week,isn't really that old.,is the swell guy,-0.022,0.952,-0.081,2.795,0.559,4.695,0.939,-0.221,24.124,0.670
test.enc.prompt.txt::00284,"Now, Dave Old",0.0,content_diversity,is really creeping up there in age,is starting to look frail and weak,is using a cane to walk,had surgery on his knees last year,has to take a lot of medication,-0.021,0.971,-0.117,3.092,0.618,4.728,0.946,-0.253,23.929,0.704
test.enc.prompt.txt::00306,"Some party, huh?",1.0,content_diversity,The girls are quite hot!,The drinks are free!,There are so many people here!,I love the music!,I love the decorations!,-0.055,0.910,-0.364,2.284,0.457,4.945,0.989,-0.309,11.912,0.425
test.enc.prompt.txt::00306,"Some party, huh?",0.0,content_diversity,There are very attractive women here!,Gorgeous women!,Smoking girls in that direction!,So much eye candy!,Very good looking girls!,0.000,1.000,-0.330,2.774,0.555,3.870,0.774,-0.449,11.648,0.448
test.enc.prompt.txt::00265,Something the matter,1.0,content_diversity,with you?,and I can't figure it out.,over there?,but it doesn't matter.,and nobody cares!,-0.009,0.976,-0.176,1.940,0.388,4.622,0.924,-0.321,12.291,0.473
test.enc.prompt.txt::00265,Something the matter,0.0,content_diversity,but it makes no difference.,and no one will help.,and it's pointless.,and I don't give a darn.,and people ignore it.,-0.036,0.957,-0.419,1.976,0.395,4.960,0.992,-0.648,19.042,0.595
test.enc.prompt.txt::00327,"Listen, it's no",1.0,content_diversity,cookies until after you finish your lunch,good to dwell on the past,"problem, I'm glad to do it",big deal if you can't make it,excuse for your behavior,-0.013,0.973,-0.127,2.950,0.590,4.938,0.988,-0.166,23.098,0.660
test.enc.prompt.txt::00327,"Listen, it's no",0.0,content_diversity,I've already found someone else to help out,I understand you're going through a tough time,most people aren't staying very long anyway,it's going to be so boring anyway,I know it's super expensive to come visit this time of year,-0.019,0.967,-0.176,2.132,0.426,4.969,0.994,-0.266,34.478,0.663
test.enc.prompt.txt::00304,Those are the,1.0,content_diversity,cars with the new technology,ideas of a kid,easiest ways to complete your homework,worst way to pass away,ways to make purchases online,-0.019,0.966,-0.173,2.361,0.472,4.944,0.989,-0.074,14.200,0.568
test.enc.prompt.txt::00304,Those are the,0.0,content_diversity,go to the website to complete your purchase and enter your credit card numbers,tell the person you are send money via western union,meet someone online with produce and agree to met in person to pay cash,be old school and just use a check online by entering account and routing numbers,Use paypal since it protects you,-0.019,0.959,-0.008,2.742,0.548,4.658,0.932,-0.273,40.732,0.693
test.enc.prompt.txt::00322,"Whitehouse. Next time,",1.0,content_diversity,"plan on doing the right thing, and control your employees.","they will decide on the appropriate action, which will benefit the country.",the administration will have no choice but to go along with the demands.,I don't believe he will be as successful in his reign.,hopefully a more unique name will be used for such an iconic structure.,-0.030,0.962,-0.202,3.386,0.677,5.000,1.000,-0.273,42.563,0.626
test.enc.prompt.txt::00322,"Whitehouse. Next time,",0.0,content_diversity,perhaps more of the public can be involved on what to call it.,I would imagine a more colorful description would be used.,"if there ever is a new President residence needed, we will be more adventurous.","when we need a future government office named, we should stay away from bland colors.",I don't think the public will be as open to such a boring name.,-0.035,0.945,-0.239,2.976,0.595,4.999,1.000,-0.238,46.127,0.615
test.enc.prompt.txt::00269,How was the,1.0,content_diversity,meal? I spent all day in the kitchen preparing it.,"play, Mrs. Lincoln?",murder case solved?,surprise party for your mother-in-law? Did she hate it?,audition? Do you think you'll get the part?,-0.002,0.994,-0.180,2.922,0.365,4.980,0.996,-0.149,30.478,0.622
test.enc.prompt.txt::00269,How was the,0.0,content_diversity,dinner? We worked so hard on it/,"seven course meal, a lot of time was spent creating it.","special menu I put together, it took a lot of time.",food tonight? I was busy the whole day with it.,entree? It took me forever to prepare.,-0.032,0.929,-0.343,2.770,0.346,4.963,0.993,-0.631,36.080,0.644
test.enc.prompt.txt::00339,I know... But,1.0,content_diversity,my daughter thinks I should stay home and read.,there is a lot of snow out there!,my dog has to be walked first.,I want to bake a cake for the party.,my job feels like it's dragging me down.,-0.015,0.976,-0.249,2.473,0.495,4.914,0.983,-0.074,25.769,0.537
test.enc.prompt.txt::00339,I know... But,0.0,content_diversity,this work place is truely not for me!,my work is not the best these days for what it's worth.,life would be better if I could change jobs now.,i'm going to look for a different job soon.,I don't wanna work there anymore. I have too many hours and so little pay.,-0.019,0.970,-0.239,2.605,0.434,4.772,0.954,-0.440,42.588,0.645
test.enc.prompt.txt::00243,"Dino Velvet... yeah,",1.0,content_diversity,the fastest filly on the track,I haven't thought about her since that trouble in high school,"Charlie told me about her, but I never believed him","we could name her that, but would that really be fair--she's just a little girl",but is that the best name you can come up with for the new album??,-0.022,0.961,-0.097,2.706,0.451,4.982,0.996,-0.259,41.597,0.612
test.enc.prompt.txt::00243,"Dino Velvet... yeah,",0.0,content_diversity,"she can run, but does she have the heart to win?","she's fast but small, so no one expects her to win","it's a crazy name for that little beauty, but it seems to suit her","she loves to run, and not all race horses really love it",I'm putting all my money on her,-0.029,0.956,-0.216,2.455,0.491,4.866,0.973,-0.445,42.114,0.638
test.enc.prompt.txt::00242,I don't mean,1.0,content_diversity,"to bother you, but what time is it?",anything at all to you!,what I say a lot of the time.,"to tell you what to do, but it would be better if you did it like this.",for this to go any further.,-0.031,0.950,-0.024,2.192,0.438,4.922,0.984,-0.364,31.728,0.622
test.enc.prompt.txt::00242,I don't mean,0.0,content_diversity,"to frighten you, I just wondered if you had the correct time?",to startle you but do you know the time?,"to bug you, I just wanted to ask you the time by your watch.",for you to worry - just wanted to find out the time.,"for you to get annoyed, I only wished to know the current time.",-0.112,0.869,-0.379,2.497,0.499,4.620,0.924,-0.668,41.487,0.610
test.enc.prompt.txt::00254,I've got what,1.0,content_diversity,some would call a drinking problem,was left over from dinner.,we bought at the store.,everybody wants.,"I think, is the solution.",-0.004,0.991,-0.248,2.180,0.436,4.661,0.932,-0.182,14.565,0.520
test.enc.prompt.txt::00254,I've got what,0.0,content_diversity,I can only hope fixes this.,they told me should work.,looks like fits in the spot.,normally helps in this situation.,has often been used for these problems.,-0.007,0.986,-0.210,2.988,0.598,4.916,0.983,-0.423,18.079,0.532
test.enc.prompt.txt::00288,It's possible I,1.0,content_diversity,missed the point.,am not the person you're looking for.,am incorrect.,went the wrong way.,will not go to town tomorrow.,-0.022,0.964,-0.223,2.365,0.473,4.994,0.999,-0.455,14.453,0.498
test.enc.prompt.txt::00288,It's possible I,0.0,content_diversity,misunderstood your question.,didn't follow your train of thought.,didn't understand what we were discussing.,couldn't understand what you were saying.,failed to keep up with the conversation and got lost.,-0.022,0.960,-0.289,2.031,0.406,4.981,0.996,-0.656,24.766,0.590
test.enc.prompt.txt::00252,It's very important,1.0,content_diversity,to brush your teeth before bedtime,for me to spend time with friends,to be on time for appontments,to exercise and eat healthy foods,to save the environment for future generations,-0.043,0.956,-0.136,2.100,0.420,4.999,1.000,-0.211,21.152,0.661
test.enc.prompt.txt::00252,It's very important,0.0,content_diversity,will keep the doctor away,will also keep up my mental health,will help me to lose weight,is part of my daily routine,is something every doctor recommends,-0.024,0.959,-0.224,2.251,0.450,4.971,0.994,-0.242,14.597,0.503
test.enc.prompt.txt::00244,I know if,1.0,content_diversity,"I did that, they would definitely come.","we cared more about it, more would be done.","he went there, he would feel pretty good.","we all put our best effort, the event would be successful","he did that, he would have told us all about it.",-0.045,0.924,-0.306,2.252,0.450,4.940,0.988,-0.509,30.430,0.553
test.enc.prompt.txt::00244,I know if,0.0,content_diversity,"we give our best shot, this even cannot fail.","we all try very hard, people will think this event is the best ever.","we worked hard, the event can be a big hit.","all of us bring our best, this thing will be a smashing success.","enough effort is put in, there's no way but up for this event.",-0.039,0.938,-0.356,3.251,0.650,4.986,0.997,-0.654,42.393,0.597
test.enc.prompt.txt::00273,Look...we're all tired.,1.0,content_diversity,let's rest.,let's find a place to relax.,let's go on a vacation.,let's keep working and finish this.,let's stop working now.,-0.056,0.948,-0.531,1.788,0.358,4.528,0.906,-0.334,16.824,0.443
test.enc.prompt.txt::00273,Look...we're all tired.,0.0,content_diversity,let's find a place to sit down.,let's find a place to rest our bodies.,let's sit down.,let's relax.,let's relax over there.,-0.132,0.734,-0.589,1.672,0.334,4.455,0.891,-0.709,18.507,0.475
test.enc.prompt.txt::00285,I don't hear,1.0,content_diversity,as well as I used to.,anything outside.,you coming up with any better ideas!,the baby crying.,my boss belittling anyone else!,0.000,0.991,-0.120,2.608,0.522,4.790,0.958,-0.122,18.661,0.665
test.enc.prompt.txt::00285,I don't hear,0.0,content_diversity,much at all without my hearing aid.,all that well in my old age.,higher tones as well as younger people.,as good as when I was a teenager.,well as I keep getting older.,-0.039,0.942,-0.191,2.505,0.501,4.998,1.000,-0.289,26.243,0.657
test.enc.prompt.txt::00278,They think I'm,1.0,content_diversity,a waste of time.,going to be the next big thing.,"introverted, but I'm really just quiet.",not worthy of a promotion.,most likely to get the job done.,-0.015,0.972,-0.237,3.331,0.666,4.994,0.999,-0.223,17.267,0.467
test.enc.prompt.txt::00278,They think I'm,0.0,content_diversity,not doing a good job.,too new to the company.,not confident enough in my business choices.,not learning skills fast enough.,not charismatic enough to be in management.,-0.036,0.952,-0.347,2.331,0.466,4.759,0.952,-0.408,15.304,0.450
test.enc.prompt.txt::00314,"Wade, you're done.",1.0,content_diversity,Don't come back here.,Why keep trying?,The police are on the way.,You've helped all you can.,Can you help your team finish theirs?,-0.003,0.992,-0.137,2.878,0.576,4.981,0.996,-0.157,20.591,0.606
test.enc.prompt.txt::00314,"Wade, you're done.",0.0,content_diversity,There's nothing more you can do.,It's not going to get any better.,We just have to wait and see now.,Now lets see what they think.,We appreciate all of you work.,-0.012,0.976,-0.149,2.720,0.544,4.986,0.997,-0.269,24.936,0.594
test.enc.prompt.txt::00275,You do good,1.0,content_diversity,from a personal perspective and I thought you should know.,in helping the children realize the potentials at a tender age.,in encouraging people to indulge in moral practices in society.,in protecting the environment by introducing the tree planting programme in schools.,through your policy initiatives that aim at curbing gun violence in the country.,-0.038,0.957,-0.251,2.340,0.468,4.984,0.997,-0.220,40.004,0.656
test.enc.prompt.txt::00275,You do good,0.0,content_diversity,by proposing complex procedures of obtaining a gun,through the policy that requires mental screening for those purchasing guns.,By proposing increase in gun prices to limit the number of people purchasing.,By proposing that children be taught about gun safety at a tender age.,By educating the public about gun ownership and safety preacutions.,-0.041,0.937,-0.374,2.479,0.496,4.951,0.990,-0.424,42.797,0.725
test.enc.prompt.txt::00255,I think about,1.0,content_diversity,her all the time,how often the cars go by.,where I would be if I'd quit.,which color I should paint the walls.,why I can't find one I like.,-0.024,0.968,-0.081,2.943,0.589,4.893,0.979,-0.092,20.078,0.515
